,소재지(시군구)별,녹지별,항목,단위,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,Unnamed: 20
1279,서천군,계,면적[㎡],㎡,559726.0,559726.0,559726.0,559726.0,559726.0,544081.0,545913.0,545913.0,413811.0,472561.0,480303.0,480303.0,585081.0,617869.0,694208.0,566763.0,
1286,청양군,계,시설수[개],개,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,34.0,34.0,
1287,청양군,계,면적[㎡],㎡,9200.0,9200.0,9200.0,9200.0,9200.0,62666.0,62635.0,62635.0,62635.0,62635.0,62635.0,62635.0,61041.0,58500.0,251271.0,251271.0,
1294,홍성군,계,시설수[개],개,14.0,14.0,14.0,13.0,39.0,39.0,39.0,39.0,61.0,61.0,63.0,64.0,64.0,57.0,57.0,57.0,
1295,홍성군,계,면적[㎡],㎡,119466.0,119466.0,119466.0,138088.0,896878.0,896878.0,896878.0,896878.0,1052345.0,1052792.0,1033009.0,1032218.0,1026798.0,980588.0,980588.0,980588.0,
1302,예산군,계,시설수[개],개,12.0,12.0,12.0,12.0,62.0,73.0,76.0,71.0,70.0,70.0,74.0,74.0,74.0,77.0,77.0,77.0,
1303,예산군,계,면적[㎡],㎡,121524.0,121524.0,121524.0,121523.0,795349.0,862640.0,892970.0,849407.0,848210.0,852983.0,885137.0,885137.0,885137.0,856917.0,863403.0,863403.0,
1310,태안군,계,시설수[개],개,5.0,5.0,49.0,63.0,65.0,76.0,79.0,86.0,109.0,109.0,109.0,105.0,105.0,105.0,105.0,102.0,
1311,태안군,계,면적[㎡],㎡,36250.0,36250.0,681790.0,737394.0,737354.0,748538.0,745756.0,757193.0,1938817.0,1938817.0,1938817.0,1922773.0,1922773.0,1922773.0,1922773.0,1907850.0,
1318,당진군,계,시설수[개],개,32.0,33.0,173.0,207.0,286.0,376.0,347.0,,,,,,,,,,
1319,당진군,계,면적[㎡],㎡,508394.0,506659.0,3143819.0,1983724.0,2444846.0,2856930.0,2864164.0,,,,,,,,,,
1326,전라북도,계,시설수[개],개,237.0,246.0,270.0,367.0,432.0,521.0,569.0,594.0,640.0,651.0,673.0,675.0,705.0,699.0,713.0,734.0,
1327,전라북도,계,면적[㎡],㎡,5278892.0,5306672.0,5344216.0,6768655.0,7303173.0,7169801.0,7178021.0,7218732.0,7353290.0,7377764.0,7378197.0,7389761.0,7656965.0,6750165.0,6609309.0,5132890.0,
1334,전주시,계,시설수[개],개,80.0,86.0,108.0,115.0,139.0,149.0,167.0,190.0,191.0,191.0,191.0,188.0,188.0,209.0,209.0,210.0,
1335,전주시,계,면적[㎡],㎡,619796.0,626129.0,671023.0,683704.0,883683.0,954798.0,985604.0,1024077.0,1019627.0,1019627.0,1019627.0,1006117.0,990733.0,1097472.0,1097472.0,1098368.0,
1342,군산시,계,시설수[개],개,56.0,56.0,56.0,82.0,83.0,101.0,101.0,103.0,107.0,107.0,117.0,123.0,123.0,108.0,109.0,105.0,
1343,군산시,계,면적[㎡],㎡,1636360.0,1635634.0,1635634.0,1852352.0,1893961.0,1840986.0,1828055.0,1830293.0,1832934.0,1836905.0,1844337.0,1892361.0,1892361.0,1051289.0,1052170.0,903517.0,
1350,익산시,계,시설수[개],개,22.0,22.0,22.0,36.0,60.0,67.0,70.0,70.0,82.0,83.0,87.0,87.0,99.0,98.0,108.0,106.0,
1351,익산시,계,면적[㎡],㎡,589592.0,589592.0,589592.0,676611.0,874033.0,938611.0,1030038.0,1030038.0,1114730.0,1097032.0,1033518.0,1033518.0,1186822.0,1184359.0,1254330.0,649726.0,
1358,정읍시,계,시설수[개],개,7.0,7.0,8.0,15.0,15.0,19.0,34.0,34.0,35.0,38.0,38.0,36.0,37.0,37.0,37.0,32.0,
1359,정읍시,계,면적[㎡],㎡,681148.0,681148.0,681543.0,783714.0,783714.0,791235.0,858227.0,858227.0,858990.0,890973.0,890973.0,886619.0,885769.0,885769.0,782672.0,339364.0,
1366,남원시,계,시설수[개],개,16.0,16.0,20.0,21.0,23.0,23.0,34.0,34.0,35.0,35.0,43.0,43.0,42.0,42.0,46.0,46.0,
1367,남원시,계,면적[㎡],㎡,342562.0,342562.0,349541.0,349541.0,396669.0,396669.0,208320.0,208320.0,211752.0,211752.0,268267.0,268267.0,259581.0,259581.0,274534.0,274534.0,
1374,김제시,계,시설수[개],개,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,6.0,5.0,
1375,김제시,계,면적[㎡],㎡,449073.0,449073.0,449073.0,449073.0,449073.0,449073.0,449073.0,449073.0,449073.0,448787.0,448787.0,449906.0,449906.0,449906.0,307637.0,28977.0,
1382,완주군,계,시설수[개],개,23.0,23.0,24.0,41.0,41.0,53.0,53.0,53.0,54.0,60.0,60.0,60.0,66.0,53.0,56.0,65.0,
1383,완주군,계,면적[㎡],㎡,760934.0,760934.0,770783.0,954670.0,954670.0,1059484.0,1059484.0,1059484.0,1017333.0,1009255.0,1009255.0,989540.0,1023276.0,887070.0,902984.0,763708.0,
1390,진안군,계,시설수[개],개,,,,,,,,,,,,,9.0,9.0,9.0,9.0,
1391,진안군,계,면적[㎡],㎡,,,,,,,,,,,,,55868.0,55868.0,55868.0,55868.0,
1398,무주군,계,시설수[개],개,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,
1399,무주군,계,면적[㎡],㎡,,,,,,11655.0,11655.0,11655.0,11655.0,11655.0,11655.0,11655.0,11655.0,11655.0,14446.0,14446.0,
1406,장수군,계,시설수[개],개,,,,4.0,4.0,,,,,,,,,,,,
1407,장수군,계,면적[㎡],㎡,,,,700181.0,700181.0,,,,,,,,,,,,
1414,임실군,계,시설수[개],개,6.0,6.0,6.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,
1415,임실군,계,면적[㎡],㎡,61896.0,61896.0,61896.0,75417.0,75417.0,75417.0,75417.0,75417.0,75417.0,75417.0,75417.0,75417.0,75417.0,75417.0,75417.0,65979.0,
1422,순창군,계,시설수[개],개,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,13.0,13.0,18.0,
1423,순창군,계,면적[㎡],㎡,6670.0,6670.0,6670.0,6670.0,28164.0,28164.0,28164.0,28164.0,28164.0,28164.0,28164.0,28164.0,77380.0,77380.0,77380.0,82252.0,
1430,고창군,계,시설수[개],개,12.0,15.0,11.0,16.0,16.0,52.0,53.0,53.0,55.0,51.0,51.0,51.0,51.0,51.0,51.0,70.0,
1431,고창군,계,면적[㎡],㎡,34941.0,57114.0,32541.0,47435.0,47435.0,407536.0,427811.0,427811.0,439550.0,427839.0,427839.0,427839.0,427839.0,427839.0,427839.0,569078.0,
1438,부안군,계,시설수[개],개,5.0,5.0,5.0,14.0,20.0,20.0,20.0,20.0,44.0,49.0,49.0,49.0,49.0,51.0,51.0,52.0,
1439,부안군,계,면적[㎡],㎡,95920.0,95920.0,95920.0,189287.0,216173.0,216173.0,216173.0,216173.0,294065.0,320358.0,320358.0,320358.0,320358.0,286560.0,286560.0,287073.0,
1446,전라남도,계,시설수[개],개,461.0,470.0,630.0,753.0,858.0,984.0,1009.0,1157.0,1233.0,1336.0,1359.0,1336.0,1333.0,1547.0,1544.0,1666.0,
1447,전라남도,계,면적[㎡],㎡,10678562.0,11105450.0,11862118.0,12599302.0,13957890.0,15140038.0,15281291.0,18008291.0,18490126.0,19322868.0,18702194.0,17629922.0,17894540.0,21968991.0,21559270.0,22291937.0,
1454,목포시,계,시설수[개],개,33.0,33.0,50.0,50.0,50.0,58.0,58.0,70.0,70.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,
1455,목포시,계,면적[㎡],㎡,616338.0,616338.0,662829.0,677288.0,677288.0,832020.0,832100.0,872598.0,872598.0,893545.0,892062.0,892062.0,895132.0,895695.0,876956.0,787272.0,
1462,여수시,계,시설수[개],개,105.0,105.0,105.0,147.0,129.0,141.0,149.0,163.0,174.0,230.0,233.0,239.0,241.0,257.0,259.0,263.0,
1463,여수시,계,면적[㎡],㎡,2105234.0,2105234.0,2105234.0,2322122.0,2289406.0,2319363.0,2325536.0,2581689.0,2738673.0,2922208.0,2926003.0,2446000.0,2728047.0,2912225.0,2917836.0,2939787.0,
1470,순천시,계,시설수[개],개,89.0,88.0,88.0,88.0,119.0,120.0,127.0,148.0,149.0,149.0,149.0,149.0,149.0,148.0,144.0,162.0,
1471,순천시,계,면적[㎡],㎡,2388756.0,2383815.0,2383815.0,2383806.0,2178549.0,2187053.0,2213593.0,2573818.0,2569804.0,2569804.0,2569804.0,2569804.0,2559371.0,2356926.0,2064489.0,1789211.0,
1478,나주시,계,시설수[개],개,16.0,16.0,122.0,149.0,149.0,170.0,170.0,170.0,174.0,168.0,168.0,172.0,171.0,173.0,172.0,171.0,
1479,나주시,계,면적[㎡],㎡,197776.0,197776.0,866756.0,1101258.0,1101258.0,1172746.0,1172746.0,1172441.0,1178639.0,1077589.0,1079456.0,1075024.0,1073494.0,1080280.0,999526.0,940696.0,
1486,광양시,계,시설수[개],개,65.0,65.0,65.0,70.0,77.0,77.0,79.0,89.0,114.0,123.0,134.0,127.0,127.0,141.0,141.0,141.0,
1487,광양시,계,면적[㎡],㎡,2315010.0,2315010.0,2315010.0,2358566.0,2536559.0,2519108.0,2541831.0,2593195.0,2808675.0,3451497.0,2878413.0,2881717.0,2881717.0,2784953.0,2784953.0,2345654.0,
1494,담양군,계,시설수[개],개,8.0,13.0,16.0,22.0,22.0,22.0,22.0,22.0,40.0,40.0,40.0,52.0,46.0,47.0,40.0,51.0,
1495,담양군,계,면적[㎡],㎡,151141.0,524956.0,538886.0,560211.0,560211.0,560211.0,560211.0,560211.0,587158.0,587158.0,587158.0,691893.0,682041.0,705786.0,632867.0,674272.0,
1502,곡성군,계,시설수[개],개,5.0,5.0,5.0,5.0,5.0,7.0,7.0,9.0,11.0,11.0,9.0,13.0,13.0,13.0,13.0,10.0,
1503,곡성군,계,면적[㎡],㎡,113277.0,113277.0,113277.0,113277.0,158695.0,161897.0,161897.0,164617.0,168469.0,168469.0,149861.0,186786.0,186416.0,186416.0,186416.0,46329.0,
1510,구례군,계,시설수[개],개,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,25.0,25.0,25.0,26.0,52.0,52.0,38.0,
1511,구례군,계,면적[㎡],㎡,27572.0,27572.0,27572.0,27572.0,27572.0,27572.0,27572.0,27572.0,27572.0,88852.0,88852.0,88852.0,81512.0,190655.0,190683.0,156719.0,
1518,고흥군,계,시설수[개],개,6.0,6.0,6.0,19.0,19.0,22.0,22.0,22.0,22.0,22.0,24.0,25.0,25.0,25.0,25.0,22.0,
1519,고흥군,계,면적[㎡],㎡,96448.0,96448.0,96448.0,119076.0,119076.0,110527.0,110527.0,110527.0,110527.0,110527.0,176582.0,191685.0,191685.0,191685.0,191685.0,173008.0,
1526,보성군,계,시설수[개],개,9.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,3.0,
1527,보성군,계,면적[㎡],㎡,180556.0,194221.0,194221.0,194221.0,194221.0,194221.0,194221.0,298748.0,298748.0,298748.0,298748.0,298748.0,298748.0,298748.0,298748.0,21940.0,
1534,화순군,계,시설수[개],개,16.0,16.0,16.0,22.0,23.0,23.0,34.0,34.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,30.0,
1535,화순군,계,면적[㎡],㎡,230706.0,230706.0,230706.0,264394.0,273810.0,273810.0,364547.0,364547.0,364547.0,364547.0,433168.0,433168.0,433168.0,433168.0,433168.0,246471.0,
1542,장흥군,계,시설수[개],개,2.0,2.0,2.0,2.0,18.0,18.0,18.0,18.0,18.0,25.0,27.0,27.0,27.0,27.0,27.0,27.0,
1543,장흥군,계,면적[㎡],㎡,6600.0,6600.0,6600.0,6600.0,496003.0,496003.0,496003.0,496003.0,496003.0,518098.0,371822.0,371822.0,371822.0,371822.0,371822.0,371822.0,
1550,강진군,계,시설수[개],개,5.0,6.0,6.0,6.0,45.0,45.0,23.0,24.0,30.0,30.0,29.0,29.0,28.0,28.0,28.0,20.0,
1551,강진군,계,면적[㎡],㎡,30780.0,75129.0,75129.0,75129.0,218680.0,218680.0,158380.0,157588.0,171648.0,171648.0,128293.0,128293.0,124134.0,124134.0,124134.0,88277.0,
1558,해남군,계,시설수[개],개,8.0,8.0,8.0,8.0,11.0,11.0,11.0,36.0,37.0,37.0,37.0,48.0,48.0,182.0,182.0,327.0,
1559,해남군,계,면적[㎡],㎡,67840.0,67840.0,67840.0,40580.0,88516.0,88516.0,88516.0,1856406.0,1857556.0,1857850.0,1857850.0,1983295.0,1983295.0,4754761.0,4754761.0,7580401.0,
1566,영암군,계,시설수[개],개,28.0,28.0,28.0,28.0,31.0,31.0,39.0,39.0,39.0,41.0,47.0,47.0,47.0,69.0,68.0,61.0,
1567,영암군,계,면적[㎡],㎡,756690.0,756690.0,756690.0,756690.0,1124091.0,1123639.0,1146871.0,1146871.0,1146871.0,1151089.0,1181142.0,1181142.0,1181028.0,2453148.0,2452148.0,2334670.0,
1574,무안군,계,시설수[개],개,23.0,23.0,23.0,39.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,
1575,무안군,계,면적[㎡],㎡,413528.0,413528.0,413528.0,680971.0,652631.0,652631.0,652631.0,652631.0,652631.0,652631.0,652631.0,652631.0,652631.0,652631.0,652631.0,635381.0,
1582,함평군,계,시설수[개],개,14.0,14.0,14.0,16.0,27.0,27.0,27.0,32.0,41.0,44.0,44.0,44.0,44.0,42.0,50.0,45.0,
1583,함평군,계,면적[㎡],㎡,96153.0,96153.0,96153.0,105364.0,325875.0,325875.0,325875.0,344210.0,402868.0,394580.0,394641.0,394641.0,394641.0,369233.0,420966.0,394417.0,
1590,영광군,계,시설수[개],개,6.0,6.0,6.0,11.0,22.0,22.0,32.0,33.0,33.0,34.0,34.0,34.0,34.0,36.0,36.0,36.0,
1591,영광군,계,면적[㎡],㎡,84658.0,84658.0,84658.0,82911.0,186113.0,186113.0,208679.0,214044.0,214044.0,215353.0,215353.0,215353.0,227146.0,254313.0,254313.0,254313.0,
1598,장성군,계,시설수[개],개,15.0,15.0,45.0,45.0,45.0,64.0,64.0,109.0,108.0,109.0,109.0,111.0,112.0,112.0,112.0,113.0,
1599,장성군,계,면적[㎡],㎡,647155.0,647155.0,662451.0,662451.0,662451.0,712774.0,712774.0,820806.0,823326.0,828906.0,820586.0,839796.0,841302.0,841302.0,841302.0,382679.0,
1606,완도군,계,시설수[개],개,1.0,1.0,5.0,5.0,5.0,8.0,8.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,17.0,
1607,완도군,계,면적[㎡],㎡,6330.0,6330.0,18301.0,18301.0,18301.0,17782.0,17782.0,30770.0,30770.0,30770.0,30770.0,29124.0,29124.0,33024.0,33024.0,31603.0,
1614,진도군,계,시설수[개],개,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,
1615,진도군,계,면적[㎡],㎡,146014.0,146014.0,146014.0,48514.0,48514.0,48514.0,58016.0,58016.0,58016.0,58016.0,58016.0,58016.0,58016.0,58016.0,56772.0,16693.0,
1622,신안군,계,시설수[개],개,,,,,4.0,61.0,61.0,61.0,61.0,61.0,61.0,4.0,4.0,4.0,4.0,11.0,
1623,신안군,계,면적[㎡],㎡,,,,,20070.0,910983.0,910983.0,910983.0,910983.0,910983.0,910983.0,20070.0,20070.0,20070.0,20070.0,80322.0,
1630,경상북도,계,시설수[개],개,933.0,972.0,1101.0,1162.0,1329.0,1500.0,1576.0,1729.0,1823.0,1870.0,1975.0,2123.0,2180.0,2252.0,2283.0,1957.0,
1631,경상북도,계,면적[㎡],㎡,10574306.0,10851037.0,11159809.0,11930575.0,13014287.0,14373897.0,14954933.0,16198584.0,17192157.0,16995450.0,17769205.0,19061824.0,19738928.0,19179120.0,19417916.0,14697482.0,
1638,포항시,계,시설수[개],개,65.0,76.0,118.0,143.0,209.0,208.0,208.0,250.0,242.0,238.0,238.0,251.0,247.0,247.0,247.0,247.0,
1639,포항시,계,면적[㎡],㎡,765468.0,919799.0,949707.0,1031819.0,1393100.0,1261187.0,1261187.0,1786815.0,2049486.0,2048212.0,2050061.0,2195955.0,2181007.0,2181007.0,2181007.0,2182617.0,
1646,경주시,계,시설수[개],개,111.0,111.0,111.0,111.0,111.0,130.0,163.0,163.0,182.0,184.0,191.0,204.0,237.0,237.0,240.0,199.0,
1647,경주시,계,면적[㎡],㎡,1799289.0,1799289.0,1799289.0,1799289.0,1799289.0,2040797.0,2618294.0,2618294.0,2699228.0,2713549.0,2737909.0,2933461.0,3201029.0,3201029.0,3349668.0,2198127.0,
1654,김천시,계,시설수[개],개,85.0,85.0,92.0,94.0,106.0,106.0,106.0,124.0,124.0,124.0,124.0,136.0,152.0,153.0,153.0,120.0,
1655,김천시,계,면적[㎡],㎡,941105.0,941105.0,1037092.0,1060129.0,1031419.0,1017464.0,1017464.0,1115061.0,1115061.0,1115061.0,1115859.0,1123929.0,1383789.0,1436591.0,1431851.0,905270.0,
1662,안동시,계,시설수[개],개,71.0,71.0,79.0,71.0,71.0,102.0,104.0,125.0,125.0,139.0,135.0,139.0,140.0,187.0,200.0,147.0,
1663,안동시,계,면적[㎡],㎡,172877.0,172877.0,235363.0,235363.0,235363.0,306557.0,307974.0,481528.0,481528.0,498967.0,415513.0,1042119.0,1042024.0,1085141.0,1142935.0,1000036.0,
1670,구미시,계,시설수[개],개,110.0,117.0,119.0,119.0,121.0,229.0,228.0,228.0,258.0,303.0,323.0,333.0,333.0,369.0,370.0,354.0,
1671,구미시,계,면적[㎡],㎡,1842947.0,1832424.0,1892267.0,1892267.0,1907370.0,3028868.0,3028868.0,3028868.0,3192883.0,3363239.0,3448776.0,3475142.0,3475142.0,3582354.0,3575660.0,2802747.0,
1678,영주시,계,시설수[개],개,28.0,28.0,91.0,94.0,94.0,90.0,90.0,111.0,116.0,116.0,118.0,122.0,125.0,122.0,122.0,67.0,
1679,영주시,계,면적[㎡],㎡,345552.0,345552.0,329472.0,416244.0,416421.0,409685.0,409685.0,622416.0,643982.0,643982.0,653641.0,694846.0,693762.0,687288.0,729758.0,518859.0,
1686,영천시,계,시설수[개],개,15.0,15.0,15.0,23.0,26.0,26.0,30.0,30.0,30.0,33.0,58.0,58.0,58.0,55.0,59.0,69.0,
1687,영천시,계,면적[㎡],㎡,642490.0,642490.0,642316.0,669194.0,678587.0,678587.0,638208.0,638208.0,638208.0,612018.0,979977.0,979977.0,979296.0,930870.0,934848.0,604241.0,
1694,상주시,계,시설수[개],개,64.0,64.0,64.0,74.0,74.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,50.0,
1695,상주시,계,면적[㎡],㎡,374342.0,374342.0,374342.0,554435.0,554435.0,552345.0,552345.0,552345.0,552345.0,552345.0,552345.0,552345.0,552345.0,411552.0,411573.0,397099.0,
1702,문경시,계,시설수[개],개,31.0,31.0,31.0,31.0,31.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,27.0,
1703,문경시,계,면적[㎡],㎡,285364.0,285364.0,285364.0,285364.0,285364.0,351688.0,351688.0,352058.0,352058.0,352058.0,352058.0,352058.0,351688.0,351706.0,351706.0,169620.0,
1710,경산시,계,시설수[개],개,148.0,172.0,172.0,146.0,165.0,165.0,166.0,167.0,195.0,209.0,219.0,226.0,226.0,221.0,221.0,220.0,
1711,경산시,계,면적[㎡],㎡,1027935.0,1226158.0,1226158.0,1037005.0,1245453.0,1244059.0,1231249.0,1231290.0,1466946.0,1577270.0,1596308.0,1606167.0,1632650.0,1579617.0,1579679.0,1126399.0,
1718,군위군,계,시설수[개],개,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,6.0,
1719,군위군,계,면적[㎡],㎡,242920.0,242920.0,242875.0,242875.0,79850.0,79850.0,79850.0,79850.0,81193.0,81193.0,81193.0,104730.0,104730.0,104730.0,104730.0,23537.0,
1726,의성군,계,시설수[개],개,18.0,18.0,18.0,18.0,20.0,20.0,20.0,19.0,19.0,19.0,26.0,26.0,26.0,26.0,26.0,9.0,
1727,의성군,계,면적[㎡],㎡,224735.0,224735.0,224735.0,224735.0,232712.0,232712.0,232712.0,196508.0,196508.0,196508.0,208826.0,208826.0,208826.0,208826.0,208826.0,21281.0,
1734,청송군,계,시설수[개],개,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,46.0,46.0,46.0,46.0,46.0,
1735,청송군,계,면적[㎡],㎡,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,193512.0,193512.0,193477.0,193477.0,193477.0,
1742,영양군,계,시설수[개],개,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,9.0,11.0,13.0,13.0,13.0,13.0,13.0,
1743,영양군,계,면적[㎡],㎡,6930.0,6930.0,6930.0,3380.0,6930.0,6930.0,6930.0,6930.0,15732.0,32126.0,33098.0,38147.0,38147.0,38147.0,38147.0,38147.0,
1750,영덕군,계,시설수[개],개,17.0,17.0,17.0,17.0,17.0,21.0,21.0,35.0,35.0,35.0,36.0,36.0,36.0,34.0,33.0,29.0,
1751,영덕군,계,면적[㎡],㎡,48862.0,48862.0,48862.0,48862.0,48862.0,49620.0,49620.0,153392.0,153392.0,153392.0,159332.0,159332.0,159332.0,154829.0,153774.0,142245.0,
1758,청도군,계,시설수[개],개,36.0,36.0,36.0,72.0,36.0,36.0,36.0,36.0,36.0,41.0,41.0,43.0,42.0,42.0,42.0,5.0,
1759,청도군,계,면적[㎡],㎡,192390.0,192390.0,192390.0,380040.0,190020.0,190020.0,190020.0,190020.0,190641.0,229661.0,229661.0,229993.0,228903.0,228903.0,228903.0,38020.0,
1766,고령군,계,시설수[개],개,2.0,2.0,10.0,10.0,10.0,10.0,47.0,46.0,45.0,45.0,78.0,78.0,78.0,80.0,81.0,80.0,
1767,고령군,계,면적[㎡],㎡,10315.0,10315.0,87162.0,87162.0,87162.0,87162.0,219392.0,188812.0,164982.0,164982.0,486128.0,486553.0,486553.0,531217.0,514286.0,517465.0,
1774,성주군,계,시설수[개],개,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,
1775,성주군,계,면적[㎡],㎡,14368.0,14368.0,14368.0,14368.0,14368.0,14368.0,14368.0,14368.0,165020.0,158047.0,158047.0,158047.0,161515.0,159869.0,159868.0,157708.0,
1782,칠곡군,계,시설수[개],개,21.0,21.0,21.0,33.0,33.0,34.0,34.0,50.0,56.0,56.0,58.0,88.0,88.0,80.0,80.0,74.0,
1783,칠곡군,계,면적[㎡],㎡,793657.0,793657.0,793657.0,1170584.0,1105284.0,1092541.0,1092541.0,1035275.0,1125864.0,1107638.0,1111865.0,1150085.0,1148939.0,567695.0,567695.0,487205.0,
1790,예천군,계,시설수[개],개,11.0,11.0,11.0,11.0,45.0,45.0,45.0,60.0,60.0,63.0,63.0,69.0,69.0,72.0,82.0,75.0,
1791,예천군,계,면적[㎡],㎡,112071.0,112071.0,112071.0,112071.0,321946.0,321946.0,321946.0,459275.0,459275.0,450132.0,453538.0,456162.0,428821.0,447876.0,463624.0,388641.0,
1798,봉화군,계,시설수[개],개,20.0,20.0,20.0,20.0,20.0,20.0,20.0,27.0,28.0,28.0,28.0,27.0,32.0,36.0,36.0,16.0,
1799,봉화군,계,면적[㎡],㎡,136308.0,136308.0,136308.0,136308.0,136308.0,136308.0,136115.0,252794.0,253348.0,257417.0,257417.0,258315.0,387461.0,398178.0,397520.0,255491.0,
1806,울진군,계,시설수[개],개,65.0,62.0,62.0,62.0,66.0,69.0,69.0,69.0,69.0,47.0,47.0,47.0,51.0,51.0,51.0,52.0,
1807,울진군,계,면적[㎡],㎡,568851.0,503551.0,503551.0,503551.0,555870.0,629058.0,552332.0,552332.0,552332.0,404419.0,404419.0,404419.0,441753.0,440514.0,440677.0,271546.0,
1814,울릉군,계,시설수[개],개,,,,,60.0,55.0,55.0,55.0,55.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,
1815,울릉군,계,면적[㎡],㎡,,,,,662644.0,616615.0,616615.0,616615.0,616615.0,257704.0,257704.0,257704.0,257704.0,257704.0,257704.0,257704.0,
1822,경상남도,계,시설수[개],개,465.0,505.0,556.0,707.0,904.0,1094.0,1175.0,1275.0,1316.0,1369.0,1608.0,1598.0,1651.0,1703.0,1845.0,1827.0,
1823,경상남도,계,면적[㎡],㎡,11759277.0,12526206.0,12654845.0,14145782.0,14894235.0,15897377.0,16157751.0,17591663.0,17771624.0,17868746.0,19955491.0,19536033.0,19358896.0,18633936.0,19613230.0,17527590.0,
1830,창원시,계,시설수[개],개,85.0,92.0,91.0,119.0,126.0,314.0,340.0,364.0,384.0,376.0,478.0,473.0,470.0,465.0,488.0,504.0,
1831,창원시,계,면적[㎡],㎡,2199028.0,2293558.0,2265726.0,2434248.0,2418967.0,4372463.0,4499833.0,5385266.0,5487174.0,5369933.0,6122609.0,6121689.0,6117513.0,5463431.0,5532057.0,5128172.0,
1838,마산시,계,시설수[개],개,36.0,36.0,36.0,45.0,52.0,,,,,,,,,,,,
1839,마산시,계,면적[㎡],㎡,621725.0,621725.0,621725.0,675706.0,711326.0,,,,,,,,,,,,
1846,진주시,계,시설수[개],개,22.0,32.0,32.0,78.0,121.0,119.0,123.0,167.0,167.0,190.0,190.0,191.0,218.0,217.0,217.0,217.0,
1847,진주시,계,면적[㎡],㎡,1116795.0,1293649.0,1293649.0,1510400.0,1626398.0,1281667.0,1310830.0,1493094.0,1492721.0,1551733.0,1551733.0,1551697.0,1739571.0,1737598.0,1737598.0,1718745.0,
1854,진해시,계,시설수[개],개,49.0,67.0,109.0,135.0,130.0,,,,,,,,,,,,
1855,진해시,계,면적[㎡],㎡,636980.0,1029431.0,1155031.0,1360030.0,1336833.0,,,,,,,,,,,,
1862,통영시,계,시설수[개],개,12.0,12.0,12.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,76.0,76.0,76.0,75.0,75.0,73.0,
1863,통영시,계,면적[㎡],㎡,307200.0,307200.0,307200.0,85959.0,99963.0,99963.0,99862.0,99862.0,100105.0,101220.0,957396.0,957215.0,956535.0,953703.0,953703.0,889592.0,
1870,사천시,계,시설수[개],개,19.0,19.0,19.0,36.0,53.0,59.0,73.0,100.0,105.0,104.0,108.0,94.0,103.0,125.0,128.0,123.0,
1871,사천시,계,면적[㎡],㎡,570812.0,570811.0,565792.0,665192.0,818683.0,996113.0,840599.0,1158179.0,1165096.0,1016653.0,1095506.0,748034.0,809464.0,910689.0,928730.0,879713.0,
1878,김해시,계,시설수[개],개,70.0,70.0,70.0,117.0,152.0,169.0,187.0,189.0,204.0,211.0,224.0,224.0,234.0,239.0,281.0,279.0,
1879,김해시,계,면적[㎡],㎡,1879776.0,1879776.0,1879776.0,2029875.0,2192699.0,2273913.0,2316367.0,2329258.0,2436846.0,2483699.0,2547779.0,2548320.0,2800358.0,2667613.0,2962215.0,2699432.0,
1886,밀양시,계,시설수[개],개,17.0,17.0,27.0,36.0,51.0,54.0,62.0,62.0,62.0,68.0,72.0,73.0,73.0,73.0,73.0,73.0,
