Unnamed: 0,소재지(시군구)별,인구현황별,항목,단위,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,Unnamed: 20
1806,창녕군,전체인구(A),도시지역 인구현황(시군구),명,64672.0,63476.0,62255.0,61603.0,61252.0,61714.0,62490.0,62966.0,63447.0,63502.0,63817.0,63982.0,64101.0,63396.0,62331.0,61301.0,
1813,고성군,전체인구(A),도시지역 인구현황(시군구),명,56189.0,55309.0,55393.0,55950.0,57100.0,57231.0,57264.0,56906.0,56369.0,55916.0,55284.0,54703.0,54060.0,53243.0,52276.0,51361.0,
1820,남해군,전체인구(A),도시지역 인구현황(시군구),명,51825.0,50792.0,55026.0,50698.0,50244.0,49328.0,50242.0,48223.0,47244.0,46638.0,45865.0,45129.0,44642.0,43990.0,43622.0,42958.0,
1827,하동군,전체인구(A),도시지역 인구현황(시군구),명,53131.0,52898.0,55526.0,53515.0,52010.0,51509.0,53975.0,50806.0,50177.0,49223.0,50259.0,49622.0,48831.0,47533.0,46574.0,44785.0,
1834,산청군,전체인구(A),도시지역 인구현황(시군구),명,36294.0,35704.0,35274.0,35043.0,34921.0,35591.0,35651.0,35691.0,35935.0,35849.0,36071.0,36098.0,36340.0,35952.0,35417.0,34857.0,
1841,함양군,전체인구(A),도시지역 인구현황(시군구),명,41535.0,41162.0,40637.0,40447.0,40626.0,41197.0,41081.0,40714.0,40692.0,40584.0,40339.0,40241.0,40175.0,40044.0,39637.0,39080.0,
1848,거창군,전체인구(A),도시지역 인구현황(시군구),명,64735.0,63917.0,63979.0,63268.0,63180.0,63421.0,63146.0,63103.0,63177.0,63137.0,63232.0,63308.0,62763.0,62455.0,62179.0,61502.0,
1855,합천군,전체인구(A),도시지역 인구현황(시군구),명,58162.0,55104.0,55450.0,55677.0,52973.0,51092.0,50608.0,50279.0,50290.0,50457.0,49145.0,48026.0,47000.0,45916.0,45204.0,44006.0,
1862,제주특별자치도,전체인구(A),도시지역 인구현황(시군구),명,557569.0,558496.0,559258.0,560618.0,562663.0,571255.0,576156.0,583713.0,593806.0,607346.0,624395.0,641597.0,657083.0,667191.0,670989.0,674635.0,
1869,제주도,전체인구(A),도시지역 인구현황(시군구),명,,,,0.0,0.0,,0.0,,,,,,,,,,
1876,제주시,전체인구(A),도시지역 인구현황(시군구),명,303499.0,403601.0,405458.0,407498.0,410378.0,417539.0,422790.0,429656.0,438165.0,448834.0,459876.0,470665.0,478700.0,485946.0,489405.0,492466.0,
1883,서귀포시,전체인구(A),도시지역 인구현황(시군구),명,83027.0,154895.0,153800.0,153120.0,152285.0,153716.0,153366.0,154057.0,155641.0,158512.0,164519.0,170932.0,178383.0,181245.0,181584.0,182169.0,
1890,북제주군,전체인구(A),도시지역 인구현황(시군구),명,97202.0,,,,,,,,,,,,,,,,
1897,남제주군,전체인구(A),도시지역 인구현황(시군구),명,73841.0,,,,,,,,,,,,,,,,
